file_path,url,sample_id,ground_truth_validity,qc_remark,qc_comment,Q1,Caste,Age
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_ae911852-a863-4681-9c1a-987588495af6.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-24-34_samples_71a06QOHbS.mp4,ae911852-a863-4681-9c1a-987588495af6,Valid,"Skipped Q8,9 questions",Correctly Done,త్రాగునీరు,Agnikulakshatriya,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_d2345a80-c08c-491c-b36b-c18bd67953bf.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-26-35_samples_lqBVatarID.mp4,d2345a80-c08c-491c-b36b-c18bd67953bf,Not Valid,0,Fake Audio/Empty Audio,రోడ్లు,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_021fd4cf-4114-43c5-966a-ef38c1e8ec43.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-29-14_samples_g3ZpkBwN36.mp4,021fd4cf-4114-43c5-966a-ef38c1e8ec43,Not Valid,0,Fake Audio/Empty Audio,త్రాగునీరు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_a6b1bbc1-2055-4916-b022-1cfefc4cbde0.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-30-27_samples_TxgPacjcFl.mp4,a6b1bbc1-2055-4916-b022-1cfefc4cbde0,Not Valid,"Q2,3,5 kept on his own",Not Asking Some of the Questions,రోడ్లు,Adi Andhra,No response
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_d3d5ac08-5ef2-49b8-b3a8-63484e28bf5f.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-43-23_samples_oAueKiKU06.mp4,d3d5ac08-5ef2-49b8-b3a8-63484e28bf5f,Not Valid,0,Fake Audio/Empty Audio,త్రాగునీరు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_4a006dee-5c3c-4e78-9fb9-71079590ac99.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-43-20_samples_y7xLkgKSuj.mp4,4a006dee-5c3c-4e78-9fb9-71079590ac99,Valid,0,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_dcb09a97-7126-4ba1-93c5-3f2000abae48.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_17-52-32_samples_xpLj8qvz4c.mp4,dcb09a97-7126-4ba1-93c5-3f2000abae48,Valid,0,Correctly Done,డ్రైనేజి,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5201ecb5-6982-4d69-97e9-bf5aeb8cd258.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_18-03-13_samples_xDjzo0o6uR.mp4,5201ecb5-6982-4d69-97e9-bf5aeb8cd258,Valid,"Q7,8 kept his own",Not Doing It Properly,త్రాగునీరు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_6c857e08-767e-458f-a3b3-33638a152b2b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_18-09-07_samples_j6R6RCVQWE.mp4,6c857e08-767e-458f-a3b3-33638a152b2b,Not Valid,0,Fake Audio/Empty Audio,త్రాగునీరు,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_09bdf8d5-296a-463b-b25b-5e868339fcd0.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-23_18-20-04_samples_LDRPPygCS9.mp4,09bdf8d5-296a-463b-b25b-5e868339fcd0,Not Valid,0,Fake Audio/Empty Audio,త్రాగునీరు,Kshatriya/Rajulu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f501881a-e53f-443e-811a-427157577aa7.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-00-05_samples_hWfAMaTjaE.mp4,f501881a-e53f-443e-811a-427157577aa7,Valid,Didn't ask caste,Correctly Done,సమస్యలు లేవు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_991af40d-50de-4637-ab0e-b49241109cfc.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-56-37_samples_5YuqqUgHSg.mp4,991af40d-50de-4637-ab0e-b49241109cfc,Valid,0,Correctly Done,డ్రైనేజి,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_31ed4e98-e261-4183-b935-86d32cdef316.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-00-29_samples_uT7h9uG4dw.mp4,31ed4e98-e261-4183-b935-86d32cdef316,Valid,0,Correctly Done,డ్రైనేజి,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_ba3d9678-d6bf-4fc1-a27c-3f07b5781020.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-06-18_samples_AwN4B8KWDv.mp4,ba3d9678-d6bf-4fc1-a27c-3f07b5781020,Valid,0,Correctly Done,రోడ్లు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_37383ecd-c407-40d5-8f27-35e1330ba040.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-09-44_samples_Cu4F8nQX6X.mp4,37383ecd-c407-40d5-8f27-35e1330ba040,Valid,0,Correctly Done,రోడ్లు,Mala,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_678e3705-a263-4f0e-a46c-e145b3ea419b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-13-12_samples_3hbXY1Mxu8.mp4,678e3705-a263-4f0e-a46c-e145b3ea419b,Valid,Wrong caste - Gouda,Correctly Done,త్రాగునీరు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_e4086260-1ac2-4f70-b0d0-1eb5df85bb8f.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-21-53_samples_wzZNHPfywy.mp4,e4086260-1ac2-4f70-b0d0-1eb5df85bb8f,Valid,0,Correctly Done,సమస్యలు లేవు,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5931488f-98bb-4438-81d1-9a9b78e27b01.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-29-45_samples_21gz0D57lD.mp4,5931488f-98bb-4438-81d1-9a9b78e27b01,Valid,0,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_665b8af0-3955-4e97-8a6e-3752e11409f5.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-21-52_samples_wif3yZ5cmk.mp4,665b8af0-3955-4e97-8a6e-3752e11409f5,Valid,0,Correctly Done,సమస్యలు లేవు,Mala,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_8cb092e8-bc84-4e6c-958c-cc1fdda0ce02.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-28-46_samples_jcWKaoRrCh.mp4,8cb092e8-bc84-4e6c-958c-cc1fdda0ce02,Valid,0,Correctly Done,రోడ్లు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c444f7b8-469f-4956-96ac-d959655b6e44.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_09-45-38_samples_fxrwmBIvot.mp4,c444f7b8-469f-4956-96ac-d959655b6e44,Valid,"Q1,10 entered on his own",Not Doing It Properly,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_e1ad3eed-5b36-46d5-b5df-da69c5e113e3.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-28-46_samples_unDXARzWVB.mp4,e1ad3eed-5b36-46d5-b5df-da69c5e113e3,Valid,0,Correctly Done,రోడ్లు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_8868c5e7-faee-4b36-8c8f-6ec5f6f9d15d.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-18-29_samples_sDBSJnXQFk.mp4,8868c5e7-faee-4b36-8c8f-6ec5f6f9d15d,Valid,from Q11 to Q16 entered options on his own,Not Doing It Properly,రోడ్లు,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b9e12a55-c504-4c6b-b561-9669956411aa.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-28-46_samples_nNKYnGkvQy.mp4,b9e12a55-c504-4c6b-b561-9669956411aa,Valid,0,Correctly Done,రోడ్లు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b3a2a85b-2f3f-4181-a284-854d764ae035.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-45-25_samples_DGoWgrzuzr.mp4,b3a2a85b-2f3f-4181-a284-854d764ae035,Valid,0,Correctly Done,రోడ్లు,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_15a6f19a-7c93-48cc-97e3-fcb174ed2e75.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-45-25_samples_PwS5Y5lqG1.mp4,15a6f19a-7c93-48cc-97e3-fcb174ed2e75,Valid,0,Correctly Done,రోడ్లు,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f506a8d6-98d8-4d92-a806-09cf9b5702b3.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_09-22-24_samples_BwnMcfTTF1.mp4,f506a8d6-98d8-4d92-a806-09cf9b5702b3,Valid,Didn't ask caste,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2f42cda5-ba4f-4c71-8abf-ab22f9d1ee4a.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-21-15_samples_bZbb49Aug7.mp4,2f42cda5-ba4f-4c71-8abf-ab22f9d1ee4a,Valid,"Q4,5,7 respondent not telling properly surveyor kept his own options",Not Doing It Properly,రోడ్లు,Mala,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_af032c75-9c8c-4e3d-aaa1-57dba2d4fadb.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-45-25_samples_RKzv0nnvCL.mp4,af032c75-9c8c-4e3d-aaa1-57dba2d4fadb,Valid,0,Correctly Done,రోడ్లు,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_96eea5b6-f81c-446f-bba6-8ba844ad1b1b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-47-54_samples_gxUMb24g6F.mp4,96eea5b6-f81c-446f-bba6-8ba844ad1b1b,Valid,0,Correctly Done,సమస్యలు లేవు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_91d5b226-b9ea-4da9-9b23-efc22696e3ee.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-46-33_samples_YWVsSrzOWI.mp4,91d5b226-b9ea-4da9-9b23-efc22696e3ee,Valid,0,Correctly Done,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c03ca336-cfa6-44fd-a2c2-53599b6f5c41.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-51-58_samples_jOcSHDaBnl.mp4,c03ca336-cfa6-44fd-a2c2-53599b6f5c41,Valid,0,Correctly Done,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_68d04dd0-733c-4971-a715-abfdb4e5c8be.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-56-22_samples_kqenRNchVj.mp4,68d04dd0-733c-4971-a715-abfdb4e5c8be,Valid,0,Correctly Done,రోడ్లు,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_9b6bdf83-f760-4891-bff2-d88144905fd5.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-56-22_samples_AwzTr5XJR6.mp4,9b6bdf83-f760-4891-bff2-d88144905fd5,Valid,0,Correctly Done,రోడ్లు,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2910a55b-80f4-4495-8527-658f602208c6.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-54-56_samples_xTz3FdDYek.mp4,2910a55b-80f4-4495-8527-658f602208c6,Valid,Didn't asked caste,Not Doing It Properly,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_98c367b9-5be7-4b2a-a157-49c27c3de97b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-56-22_samples_QnffHWHc42.mp4,98c367b9-5be7-4b2a-a157-49c27c3de97b,Valid,0,Correctly Done,రోడ్లు,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_7ba9454e-21ca-4dfb-a1f2-7e7ca9d98e02.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-06-53_samples_wT8Y8MdYQh.mp4,7ba9454e-21ca-4dfb-a1f2-7e7ca9d98e02,Valid,0,Correctly Done,త్రాగునీరు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_a208ed74-07eb-4c1e-bfcb-b6504c476c4a.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_13-56-22_samples_zN2Ou2LOxl.mp4,a208ed74-07eb-4c1e-bfcb-b6504c476c4a,Valid,0,Correctly Done,రోడ్లు,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2b87c46f-eeab-42d4-96ad-485de1d1b797.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_15-14-58_samples_Vbvze4HTTc.mp4,2b87c46f-eeab-42d4-96ad-485de1d1b797,Valid,respondent age is less than 18,Not Doing It Properly,సమస్యలు లేవు,Rajaka,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_e298adef-31c8-4712-b2c5-f3133ba95aae.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_09-54-48_samples_r0hCWuRUOO.mp4,e298adef-31c8-4712-b2c5-f3133ba95aae,Valid,0,Correctly Done,సాగునీరు,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_006df53a-5037-4b4b-81f4-2c236e3d7713.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-04-40_samples_Pf4DMBBxVY.mp4,006df53a-5037-4b4b-81f4-2c236e3d7713,Valid,0,Correctly Done,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_afc4ec70-3910-4443-97fa-ebbbd3a138b5.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-11-19_samples_kd9XWnYOz1.mp4,afc4ec70-3910-4443-97fa-ebbbd3a138b5,Valid,0,Correctly Done,డ్రైనేజి,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_8b4c543b-7595-4c22-9962-e26f1f0d66a8.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-01-41_samples_fp1s6A31jJ.mp4,8b4c543b-7595-4c22-9962-e26f1f0d66a8,Valid,0,Correctly Done,డ్రైనేజి,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_7d0f0a12-1938-4927-8937-e1e35e8be7d7.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-11-43_samples_tqgnE9R2MF.mp4,7d0f0a12-1938-4927-8937-e1e35e8be7d7,Valid,0,Correctly Done,సమస్యలు లేవు,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_bf41d8b3-370d-422e-8339-f2dcae633168.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_18-23-20_samples_4zkPBjuf7g.mp4,bf41d8b3-370d-422e-8339-f2dcae633168,Not Valid,All options entered on his own,Fake Audio/Empty Audio,త్రాగునీరు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_804ac2c2-08ff-4b97-a8d1-3a0078569d76.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_18-29-11_samples_niZ6yk9XBQ.mp4,804ac2c2-08ff-4b97-a8d1-3a0078569d76,Not Valid,All options entered on his own,Fake Audio/Empty Audio,సమస్యలు లేవు,Settibalija,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_ec6e7e91-d1ee-4abd-b613-6140ac0b818b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-36-10_samples_8ngxvWOozM.mp4,ec6e7e91-d1ee-4abd-b613-6140ac0b818b,Valid,"Q4,12 kept his own",Not Doing It Properly,రోడ్లు,Mala,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_3a75df6b-d378-4f2c-874a-01f2f76b2014.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_14-01-28_samples_b8qx7gQpro.mp4,3a75df6b-d378-4f2c-874a-01f2f76b2014,Valid,"Q1 to 5,7,8 not asking",Correctly Done,డ్రైనేజి,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_42fcdafc-40c3-4f61-a4f3-35eba223858e.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-17-16_samples_gpBhh5eYCJ.mp4,42fcdafc-40c3-4f61-a4f3-35eba223858e,Valid,0,Correctly Done,త్రాగునీరు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_3facd237-40b8-45a0-bd17-ac7ea2529107.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-22-36_samples_2mQoxWU4Iu.mp4,3facd237-40b8-45a0-bd17-ac7ea2529107,Valid,0,Correctly Done,త్రాగునీరు,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_42a731bf-ec61-409e-97e1-ee7aeb092fd8.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-25-57_samples_G97LDrzFPr.mp4,42a731bf-ec61-409e-97e1-ee7aeb092fd8,Valid,0,Correctly Done,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5017dbba-d67d-4cf4-a4e5-a857da5d7f50.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-28-07_samples_yl5DirVjEc.mp4,5017dbba-d67d-4cf4-a4e5-a857da5d7f50,Valid,not asking phone number,Correctly Done,రోడ్లు,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_1d6bf6a8-3661-400f-9115-a20704017619.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-36-46_samples_2i4gZclLya.mp4,1d6bf6a8-3661-400f-9115-a20704017619,Valid,Didn't ask Caste and Q6 entered on his own,Not Doing It Properly,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_20f3f47b-2b22-4fca-ad71-c4cf6313849c.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-27-20_samples_vu9tj6Kx2l.mp4,20f3f47b-2b22-4fca-ad71-c4cf6313849c,Valid,0,Correctly Done,రోడ్లు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2bbe5c40-a18b-41a1-956d-f71babd411ae.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-34-48_samples_akyDAYZO86.mp4,2bbe5c40-a18b-41a1-956d-f71babd411ae,Valid,0,Correctly Done,రోడ్లు,Settibalija,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c3a12eab-d117-44ad-ba52-e1ab00601204.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-16-42_samples_pt6hKRdMIb.mp4,c3a12eab-d117-44ad-ba52-e1ab00601204,Valid,"caste wrong , Q6,10 kept his own",Not Doing It Properly,సమస్యలు లేవు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_0261d636-3507-442e-84db-bffaaab60907.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-34-42_samples_3ztQplFIXb.mp4,0261d636-3507-442e-84db-bffaaab60907,Valid,0,Correctly Done,డ్రైనేజి,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_7c48710c-b25f-40ea-b09c-1d82ff51496d.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_14-12-10_samples_yIFSPR08YX.mp4,7c48710c-b25f-40ea-b09c-1d82ff51496d,Valid,surveyor asking questions but respondent not there fake audio,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_349f414e-4990-42f0-bbfe-bf52595ba526.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-42-24_samples_9qj7ANbkah.mp4,349f414e-4990-42f0-bbfe-bf52595ba526,Valid,Q6 Kept on his own,Not Doing It Properly,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_aa470628-587b-4e33-9809-5889330cf284.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-45-30_samples_zf0sDs2s44.mp4,aa470628-587b-4e33-9809-5889330cf284,Valid,0,Correctly Done,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_22f7f996-6530-4211-ae14-5792419e2f2c.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-45-30_samples_418XqdSnZP.mp4,22f7f996-6530-4211-ae14-5792419e2f2c,Valid,0,Correctly Done,సమస్యలు లేవు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_bbeaaa7f-2b83-4032-a1c1-24237765cd94.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-48-06_samples_vCIi6DqNgX.mp4,bbeaaa7f-2b83-4032-a1c1-24237765cd94,Valid,Q6 only mentioning the options he selected to the respondent,Correctly Done,కరెంట్,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c65e2f0a-3fe3-4bcd-bb45-203612755842.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_09-26-13_samples_Ah8pNiWLLL.mp4,c65e2f0a-3fe3-4bcd-bb45-203612755842,Valid,"Q9,10 kept on his own and wrong caste entered - Yadava",Not Doing It Properly,డ్రైనేజి,Padmasali/Devanga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f9f7f6b2-0b79-47ad-9e33-2915181a847a.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-02-17_samples_wdn7Q4m3fH.mp4,f9f7f6b2-0b79-47ad-9e33-2915181a847a,Valid,Caste didn't asked,Correctly Done,రోడ్లు,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_78f01e5d-50e7-476b-9812-e1a1248158bc.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-46-30_samples_pm9NM3zmI2.mp4,78f01e5d-50e7-476b-9812-e1a1248158bc,Valid,"Q5,7,12 kept his own",Not Doing It Properly,డ్రైనేజి,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c8add588-7667-455d-9413-da9c7ab7acef.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_10-43-37_samples_fUvHyL7Ea7.mp4,c8add588-7667-455d-9413-da9c7ab7acef,Valid,"Q3,5,7 kept his own, not asking caste",Not Doing It Properly,రోడ్లు,Settibalija,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_7848a7a5-5e07-4ead-83cc-1a69cec1f50d.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-01-59_samples_BQObYvIbza.mp4,7848a7a5-5e07-4ead-83cc-1a69cec1f50d,Valid,0,Correctly Done,కరెంట్,Madiga,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_a87274ac-0bc0-4c6c-bfa5-9a8c289ebd7f.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-08-47_samples_EQoxvZIQWD.mp4,a87274ac-0bc0-4c6c-bfa5-9a8c289ebd7f,Valid,0,Correctly Done,కరెంట్,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_0a4c31d3-c49a-477a-b3c0-5b23e94b3f7c.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-10-34_samples_JKkKhBoblR.mp4,0a4c31d3-c49a-477a-b3c0-5b23e94b3f7c,Valid,Q12 kept on his own as repondent isn't responding properly,Correctly Done,సమస్యలు లేవు,Madiga,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_a5901ac5-1d2b-4690-9c6e-6de2e7fe55f4.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-06-18_samples_DctLhFDQov.mp4,a5901ac5-1d2b-4690-9c6e-6de2e7fe55f4,Valid,0,Correctly Done,రోడ్లు,Settibalija,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c9666003-83e6-4653-a687-3c09185b88b2.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-12-22_samples_3OyFjUAdH0.mp4,c9666003-83e6-4653-a687-3c09185b88b2,Valid,0,Correctly Done,సమస్యలు లేవు,Rajaka,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_91ecb6ae-6f8f-4a1a-9039-49a34ff175dd.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_12-32-45_samples_E3JcOTYvy3.mp4,91ecb6ae-6f8f-4a1a-9039-49a34ff175dd,Valid,"Q5,9 kept his own",Not Doing It Properly,త్రాగునీరు,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_49d7067a-f443-4e95-97c1-94641eda30b6.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-12-22_samples_57cfQUVQgU.mp4,49d7067a-f443-4e95-97c1-94641eda30b6,Valid,0,Correctly Done,సమస్యలు లేవు,Rajaka,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b3553c28-2bfa-4e68-aa59-65a2054ee548.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-17-04_samples_9qYi1EHeZq.mp4,b3553c28-2bfa-4e68-aa59-65a2054ee548,Valid,0,Correctly Done,డ్రైనేజి,Padmasali/Devanga,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_24b7d668-c780-4733-86e5-50af73c1b83b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-24_11-20-54_samples_X4DVcK2Zp0.mp4,24b7d668-c780-4733-86e5-50af73c1b83b,Valid,0,Correctly Done,సమస్యలు లేవు,Kapu,18-25
